하사, 69, 169
하파, 72, 145
바차, 41, 199
나카, 54, 183
마다, 44, 192
파차, 93, 171
가바, 67, 141
카사, 80, 193
바타, 56, 170
하가, 73, 161
나가, 87, 168
카마, 71, 176
다마, 57, 145
나나, 84, 143
다다, 66, 185
바사, 92, 143
차카, 75, 184
가라, 46, 157
다나, 93, 146
차마, 75, 182
타라, 58, 156
타사, 74, 198
마자, 84, 180
다자, 49, 182
타라, 48, 141
차하, 88, 143
사바, 44, 174
자타, 73, 150
아나, 92, 181
가가, 51, 153
마파, 89, 198
사바, 63, 183
파타, 77, 189
하나, 90, 150
카차, 90, 162
카나, 76, 192
사다, 45, 186
가마, 76, 166
사아, 65, 178
하파, 44, 150
타차, 92, 195
마바, 49, 176
나자, 64, 196
마바, 44, 164
다라, 62, 183
바아, 57, 168
사파, 95, 159
아파, 58, 168
나아, 83, 160
바나, 52, 179
다라, 83, 192
자나, 44, 169
가바, 65, 147
다다, 62, 141
다마, 77, 193
차카, 97, 174
아차, 80, 178
다아, 84, 195
파바, 95, 199
아하, 74, 171
차자, 80, 170
아사, 51, 182
타사, 81, 167
아라, 49, 186
가자, 58, 159
라마, 64, 175
라라, 65, 190
바라, 58, 192
파아, 48, 159
아다, 65, 162
카파, 63, 194
바아, 88, 160
바나, 95, 198
라자, 46, 171
가라, 73, 154
파바, 75, 189
가다, 40, 164
아자, 87, 180
타카, 95, 191
나바, 70, 191
나파, 85, 198
나바, 74, 152
다사, 95, 184
아사, 95, 186
가마, 72, 180
사파, 88, 170
타다, 84, 161
파사, 96, 141
나다, 91, 155
타라, 89, 197
가카, 72, 188
아카, 96, 153
가라, 81, 160
마차, 47, 160
차하, 66, 169
사타, 45, 182
아차, 98, 141
다라, 54, 187
하다, 71, 141
아카, 86, 194
라아, 96, 165
마하, 99, 173
바라, 60, 161
마다, 79, 163
사다, 65, 197
라사, 51, 150
파다, 82, 180
바라, 71, 180
차아, 88, 193
아마, 92, 144
다다, 71, 195
아나, 97, 179
타라, 40, 174
아다, 75, 155
차타, 58, 183
나하, 82, 197
바마, 82, 144
나나, 94, 163
바라, 41, 141
사바, 49, 159
아나, 58, 146
마자, 44, 174
가사, 53, 173
가하, 74, 144
사아, 65, 171
다나, 81, 153
자다, 50, 155
차다, 75, 141
가마, 99, 199
타차, 52, 182
마나, 70, 156
바자, 49, 149
바타, 77, 190
차가, 90, 167
마자, 94, 148
카하, 84, 160
바자, 61, 189
바마, 81, 196
아다, 84, 148
아자, 62, 145
나아, 85, 153
타마, 81, 148
하타, 51, 195
다하, 96, 152
사카, 81, 173
자마, 61, 148
카마, 61, 199
사라, 55, 184
마타, 86, 168
라사, 44, 184
마사, 55, 190
카사, 40, 148
가차, 67, 143
하마, 60, 197
가하, 82, 172
마가, 87, 184
차다, 92, 167
파다, 99, 160
카아, 84, 197
아사, 92, 171
사카, 74, 191
바아, 69, 164
아사, 47, 171
사바, 93, 185
다하, 84, 192
카자, 42, 146
타자, 94, 158
바카, 94, 151
타나, 40, 151
아사, 93, 194
파바, 53, 198
가카, 42, 156
아파, 49, 146
자타, 57, 181
아타, 57, 145
하자, 82, 179
파라, 43, 173
라타, 76, 174
자카, 91, 179
타아, 84, 140
나나, 81, 165
라카, 83, 174
자자, 61, 196
나카, 96, 158
하가, 88, 149
마라, 75, 194
아타, 59, 198
카다, 77, 152
라아, 96, 177
카마, 94, 157
하다, 69, 175
하카, 49, 159
타바, 58, 144
마바, 50, 153
라하, 69, 148
사마, 42, 153
하카, 77, 179
바자, 54, 190
바가, 53, 176
가마, 76, 150
차하, 57, 188
사마, 42, 149
라아, 62, 140
라파, 54, 166
라차, 64, 183
차자, 64, 178
카바, 51, 167
라사, 57, 177
나타, 99, 188
아다, 82, 196
아다, 93, 140
카가, 75, 156
아파, 77, 141
바라, 48, 192
타바, 88, 198
차하, 69, 140
사하, 64, 196
하차, 98, 154
하라, 69, 160
하아, 85, 148
마나, 43, 188
자아, 63, 193
파라, 63, 180
차자, 98, 154
사사, 80, 161
파자, 50, 160
가라, 47, 159
바라, 51, 194
카자, 48, 186
하나, 66, 186
파사, 64, 189
차타, 91, 153
마사, 60, 154
타타, 46, 152
마가, 90, 164
나아, 65, 195
타사, 58, 156
아타, 85, 157
나나, 77, 182
나파, 63, 143
다카, 59, 140
나타, 88, 145
카자, 96, 173
바타, 94, 193
마타, 62, 164
파타, 81, 145
차아, 72, 188
아마, 71, 191
타타, 62, 166
카라, 94, 188
라자, 52, 165
바자, 58, 177
마아, 55, 198
라다, 46, 168
차차, 92, 161
하아, 69, 175
차마, 81, 152
나다, 73, 144
아자, 83, 151
하하, 69, 159
자자, 41, 151
사자, 49, 192
타다, 68, 164
가자, 80, 198
라하, 94, 166
나카, 61, 180
아카, 71, 198
차가, 81, 182
가라, 42, 181
다라, 90, 199
차하, 70, 140
카카, 92, 173
파파, 95, 153
라마, 77, 181
타파, 88, 185
마아, 96, 179
가파, 57, 197
가하, 74, 171
아마, 81, 174
카가, 96, 172
다라, 44, 180
아다, 79, 176
카파, 44, 161
바나, 73, 182
아나, 98, 140
나하, 52, 172
하나, 96, 150
차마, 60, 184
아카, 66, 178
자차, 92, 166
하타, 89, 157
나사, 74, 152
바타, 89, 188
라다, 57, 140
라하, 88, 190
하사, 47, 149
마마, 68, 155
카파, 68, 186
라다, 51, 193
타파, 64, 197
바나, 41, 189
타나, 97, 180
바차, 73, 175
바파, 63, 181
카자, 59, 171
다하, 43, 189
하가, 65, 192
마아, 84, 140
라다, 59, 192
하아, 79, 153
자타, 88, 181
아차, 72, 179
차나, 61, 147
파자, 48, 170
자나, 63, 177
아하, 52, 180
마라, 51, 145
다자, 90, 173
바차, 77, 151
카하, 90, 161
가파, 75, 182
파파, 52, 170
아파, 76, 170
하마, 85, 187
라차, 94, 185
바마, 98, 148
사카, 89, 178
마나, 42, 159
사타, 40, 154
가아, 72, 149
아파, 89, 156
카가, 66, 154
자사, 74, 147
타나, 71, 162
카라, 85, 177
라마, 55, 167
다사, 56, 193
파차, 40, 165
카다, 76, 166
마자, 89, 164
마차, 89, 198
나바, 70, 187
바카, 52, 194
자가, 57, 146
나마, 64, 190
카라, 70, 196
타다, 75, 148
라아, 44, 146
바하, 76, 194
자마, 41, 154
마차, 47, 195
다하, 46, 154
가바, 42, 142
마라, 84, 164
사다, 43, 180
바사, 71, 175
나자, 42, 154
나라, 97, 178
차카, 49, 164
가하, 55, 191
사타, 40, 148
자타, 81, 161
가마, 97, 172
타다, 75, 173
가아, 88, 173
라타, 40, 159
마다, 43, 199
바아, 87, 187
라라, 89, 199
타하, 77, 158
마타, 68, 155
아파, 99, 193
카차, 95, 175
라파, 94, 145
다타, 75, 160
파아, 64, 169
아자, 91, 184
라자, 55, 149
라다, 46, 172
나카, 98, 183
라아, 44, 172
아가, 89, 157
하나, 72, 140
라타, 71, 147
나하, 67, 166
아가, 84, 186
가하, 92, 188
바카, 63, 173
사나, 69, 161
자하, 51, 145
차다, 62, 178
사라, 46, 199
라차, 73, 176
자나, 75, 158
나사, 60, 155
바차, 82, 152
가나, 60, 171
자다, 51, 193
파타, 93, 156
다아, 50, 187
타라, 89, 194
카자, 74, 147
다다, 48, 143
하마, 49, 154
다나, 48, 163
카마, 57, 143
사자, 93, 154
사타, 94, 173
사나, 73, 185
카사, 70, 174
파사, 52, 178
하바, 83, 168
하라, 93, 170
다자, 51, 171
사사, 60, 155
파사, 42, 197
마나, 86, 172
차가, 65, 193
자차, 85, 181
나마, 96, 199
사파, 45, 194
사나, 44, 165
차사, 70, 197
차자, 42, 167
가자, 97, 143
다사, 70, 170
아사, 96, 150
라타, 85, 161
나하, 68, 164
하아, 40, 180
아차, 85, 169
차타, 78, 183
사아, 59, 153
자아, 46, 148
마사, 87, 160
자가, 87, 188
타사, 54, 178
가하, 58, 198
아사, 94, 158
타마, 82, 191
가타, 49, 186
나바, 61, 144
다다, 67, 185
바차, 75, 155
차사, 66, 159
사차, 92, 181
하가, 73, 167
자차, 56, 195
하하, 78, 151
차가, 57, 176
타하, 88, 173
라차, 56, 143
타라, 90, 141
카카, 87, 181
바아, 65, 168
다파, 48, 191
차타, 70, 174
아파, 81, 145
바다, 60, 175
나바, 66, 197
바사, 81, 193
차아, 89, 186
타타, 41, 143
파라, 72, 180
차타, 96, 175
아마, 55, 181
사마, 82, 166
타바, 80, 159
차나, 50, 196
하마, 63, 146
다자, 79, 156
아라, 61, 193
마다, 65, 193
파라, 72, 140
라사, 69, 149
차다, 57, 170
자라, 41, 186
파라, 75, 195
사가, 90, 150
차라, 82, 183
타자, 57, 156
라타, 48, 166
나하, 88, 150
라자, 65, 148
라타, 73, 175
다바, 55, 157
마차, 57, 190
라마, 44, 198
파사, 49, 150
나하, 67, 153
나하, 70, 181
타자, 80, 185
다타, 55, 166
차카, 57, 198
마사, 97, 157
파다, 66, 190
하가, 96, 177
사파, 62, 186
바파, 50, 181
카다, 77, 145
다라, 76, 154
마사, 52, 162
가자, 49, 188
파하, 75, 165
하하, 76, 150
카차, 41, 161
나마, 85, 194
라타, 42, 196
마가, 70, 186
카타, 65, 177
사가, 82, 140
사타, 76, 157
라다, 44, 194
마바, 48, 180
가바, 79, 181
카나, 81, 152
마바, 53, 184
마하, 80, 183
파파, 91, 192
자바, 75, 181
다나, 73, 148
가바, 68, 141
가하, 85, 187
가마, 89, 174
바다, 59, 167
아아, 88, 184
차하, 88, 185
마아, 77, 186
사파, 65, 176
가사, 78, 177
나나, 84, 171
나마, 70, 193
타아, 46, 155
아파, 50, 168
라다, 72, 159
카카, 71, 186
타라, 60, 176
타파, 68, 166
차다, 71, 151
라바, 47, 140
나차, 77, 181
아자, 71, 151
나하, 79, 158
타라, 76, 156
하하, 95, 199
카나, 77, 195
바자, 46, 195
마다, 52, 173
아마, 44, 168
차카, 66, 174
파차, 41, 194
다사, 52, 170
자타, 57, 158
바자, 55, 151
아타, 84, 177
라하, 63, 186
카바, 73, 140
바차, 53, 188
라카, 59, 158
카사, 70, 163
자차, 54, 161
하마, 77, 145
사다, 44, 172
자다, 55, 155
자파, 48, 196
가가, 82, 180
타마, 85, 176
다아, 80, 158
가사, 73, 159
나사, 65, 143
하카, 70, 162
마사, 80, 181
아파, 56, 175
파다, 80, 163
가다, 50, 198
사가, 84, 190
자다, 65, 191
라하, 57, 144
카차, 66, 184
바다, 86, 183
하바, 49, 175
카하, 80, 189
마아, 83, 149
차다, 81, 146
다다, 59, 160
가가, 85, 150
카사, 89, 170
바가, 89, 176
아차, 87, 157
바가, 79, 189
파바, 45, 156
타가, 45, 153
하차, 41, 196
마파, 73, 150
사바, 97, 195
아나, 44, 191
가아, 40, 189
자카, 40, 143
바사, 88, 191
다카, 64, 155
하나, 44, 189
가카, 77, 179
타바, 81, 173
타사, 44, 187
아자, 67, 146
카차, 53, 194
타사, 76, 154
차자, 88, 191
가타, 49, 178
하다, 87, 165
차나, 82, 197
가라, 78, 165
자라, 72, 199
하차, 98, 153
타라, 93, 164
아가, 76, 162
마나, 44, 173
파바, 94, 151
바차, 63, 147
다라, 62, 180
라가, 83, 187
사타, 76, 141
하나, 82, 163
가타, 87, 149
마하, 57, 174
마하, 70, 183
사아, 85, 184
마나, 55, 181
라자, 44, 140
나차, 48, 164
바가, 44, 185
마다, 73, 181
파타, 51, 158
카파, 67, 168
다라, 42, 167
파나, 54, 187
사마, 52, 180
하라, 66, 142
타라, 50, 155
카라, 66, 173
타바, 87, 151
하타, 97, 183
타아, 90, 186
라사, 65, 153
바하, 60, 198
나나, 57, 161
마파, 86, 151
나하, 59, 150
가나, 56, 144
가차, 78, 142
타아, 79, 153
아아, 40, 194
하라, 53, 152
카파, 82, 183
다가, 60, 146
다자, 82, 145
아하, 89, 186
하아, 54, 193
파바, 50, 196
차사, 57, 159
다차, 95, 199
다하, 84, 199
바카, 53, 169
나마, 66, 150
다자, 49, 161
마차, 93, 162
